nr;temperature_indoor;temperature_outdoor;door
6092;16.64;14.40;0
6093;16.64;14.40;0
6094;16.64;14.40;0
6095;16.64;14.40;0
6096;16.64;14.40;0
6097;16.64;14.40;0
6098;16.64;14.40;0
6099;16.64;14.40;0
6100;16.64;14.40;0
6101;16.32;14.40;0
6102;16.32;14.40;0
6103;16.32;14.40;0
6104;16.32;14.40;0
6105;16.32;14.40;0
6106;16.32;14.40;0
6107;16.32;14.40;0
6108;16.32;14.40;0
6109;16.32;14.40;0
6110;16.32;14.40;0
6111;16.32;14.40;0
6112;16.32;14.40;0
6113;16.32;14.40;0
6114;16.32;14.40;0
6115;16.32;14.08;0
6116;16.32;14.08;0
6117;16.32;14.08;0
6118;16.32;14.08;0
6119;16.32;14.08;0
6120;16.32;14.08;0
6121;16.32;14.08;0
6122;16.32;14.40;0
6123;16.32;14.08;0
6124;16.32;14.08;0
6125;16.32;14.08;0
6126;16.32;14.08;0
6127;16.32;14.08;0
6128;16.32;14.08;0
6129;16.32;14.08;0
6130;16.32;14.08;0
6131;16.32;14.08;0
6132;16.00;14.08;0
6133;16.00;14.08;0
6134;16.32;14.08;0
6135;16.00;14.08;0
6136;16.00;14.08;0
6137;16.00;14.08;0
6138;16.00;14.40;0
6139;16.00;14.08;0
6140;16.00;14.08;0
6141;16.00;14.08;0
6142;16.32;14.40;0
6143;16.00;14.08;0
6144;16.00;14.40;0
6145;16.00;14.08;0
6146;16.00;14.40;0
6147;16.00;14.08;0
6148;16.32;14.40;0
6149;16.00;14.08;0
6150;16.00;14.40;0
6151;16.32;14.40;0
6152;16.32;14.40;0
6153;16.00;14.40;0
6154;16.32;14.40;0
6155;16.32;14.40;0
6156;16.32;14.40;0
6157;16.00;14.40;0
6158;16.32;14.40;0
6159;16.00;14.40;0
6160;16.32;14.40;0
6161;16.32;14.40;0
6162;16.32;14.40;0
6163;16.00;14.40;0
6164;16.32;14.40;0
6165;16.32;14.40;0
6166;16.32;14.40;0
6167;16.00;14.40;0
6168;16.32;14.40;0
6169;16.32;14.40;0
6170;16.32;14.40;0
6171;16.32;14.40;0
6172;16.32;14.40;0
6173;16.32;14.40;0
6174;16.32;14.40;0
6175;16.32;14.40;0
6176;16.32;14.40;0
6177;16.00;14.40;0
6178;16.32;14.40;0
6179;16.32;14.40;0
6180;16.00;14.40;0
6181;16.00;14.40;0
6182;16.00;14.40;0
6183;16.00;14.40;0
6184;16.00;14.40;0
6185;16.00;14.40;0
6186;16.00;14.40;0
6187;16.00;14.40;0
6188;16.00;14.40;0
6189;16.00;14.40;0
6190;16.00;14.40;0
6191;16.00;14.40;0
6192;16.00;14.40;0
6193;16.00;14.40;0
6194;16.00;14.40;0
6195;16.00;14.40;0
6196;16.00;14.40;0
6197;16.00;14.40;0
6198;16.00;14.40;0
6199;16.00;14.40;0
6200;16.00;14.40;0
6201;16.00;14.40;0
6202;16.00;14.40;0
6203;16.00;14.40;0
6204;16.00;14.40;0
6205;16.00;14.40;0
6206;16.00;14.40;0
6207;16.00;14.40;0
6208;16.00;14.40;0
6209;16.00;14.40;0
6210;16.00;14.40;0
6211;16.00;14.40;0
6212;16.00;14.40;0
6213;16.00;14.40;0
6214;16.00;14.40;0
6215;16.00;14.40;0
6216;16.00;14.40;0
6217;16.00;14.40;0
6218;16.00;14.40;0
6219;16.00;14.40;0
6220;16.00;14.40;0
6221;16.00;14.40;0
6222;16.00;14.40;0
6223;16.00;14.40;0
6224;16.00;14.72;0
6225;16.00;14.40;0
6226;16.00;14.72;0
6227;16.00;14.40;0
6228;16.00;14.72;0
6229;16.00;14.72;0
6230;16.00;14.72;0
6231;16.00;14.72;0
6232;16.00;14.72;0
6233;16.00;14.72;0
6234;16.00;14.72;0
6235;16.00;14.72;0
6236;16.00;14.72;0
6237;16.00;14.72;0
6238;16.00;14.72;0
6239;16.00;14.72;0
6240;16.00;14.72;0
6241;16.00;14.72;0
6242;16.00;14.72;0
6243;16.00;14.72;0
6244;16.00;14.72;0
6245;16.00;14.72;0
6246;16.00;14.72;0
6247;16.00;14.40;0
6248;16.00;14.72;0
6249;16.00;14.40;0
6250;16.00;14.72;0
6251;16.00;14.40;0
6252;16.00;14.40;0
6253;16.00;14.40;0
6254;16.00;14.40;0
6255;16.00;14.40;0
6256;16.00;14.40;0
6257;16.00;14.40;0
6258;16.00;14.40;0
6259;16.00;14.40;0
6260;16.00;14.40;0
6261;16.00;14.40;0
6262;16.00;14.40;0
6263;16.00;14.40;0
6264;16.00;14.40;0
6265;16.00;14.40;0
6266;16.00;14.40;0
6267;16.00;14.40;0
6268;16.00;14.40;0
6269;16.00;14.40;0
6270;16.00;14.40;0
6271;16.00;14.40;0
6272;16.00;14.40;0
6273;16.00;14.40;0
6274;16.00;14.40;0
6275;16.00;14.40;0
6276;16.00;14.40;0
6277;16.00;14.40;0
6278;16.00;14.40;0
6279;16.00;14.40;0
6280;16.00;14.40;0
6281;16.00;14.40;0
6282;16.00;14.40;0
6283;16.00;14.40;0
6284;16.00;14.40;0
6285;15.68;14.40;0
6286;15.68;14.40;0
6287;15.68;14.40;0
6288;16.00;14.40;0
6289;15.68;14.40;0
6290;15.68;14.40;0
6291;15.68;14.40;0
6292;15.68;14.40;0
6293;15.68;14.40;0
6294;15.68;14.40;0
6295;15.68;14.40;0
6296;15.68;14.40;0
6297;15.68;14.40;0
6298;15.68;14.40;0
6299;15.68;14.40;0
6300;15.68;14.40;0
6301;15.68;14.40;0
6302;15.68;14.40;0
6303;15.68;14.40;0
6304;15.68;14.40;0
6305;15.68;14.40;0
6306;15.68;14.40;0
6307;15.68;14.40;0
6308;15.68;14.40;0
6309;15.68;14.40;0
6310;15.68;14.40;0
6311;15.68;14.40;0
6312;15.68;14.40;0
6313;15.68;14.40;0
6314;15.68;14.40;0
6315;15.68;14.40;0
6316;15.68;14.40;0
6317;15.68;14.40;0
6318;15.68;14.40;0
6319;15.68;14.40;0
6320;15.68;14.40;0
6321;15.68;14.40;0
6322;15.68;14.40;0
6323;15.68;14.40;0
6324;15.68;14.40;0
6325;15.68;14.40;0
6326;15.68;14.40;0
6327;15.68;14.40;0
6328;15.68;14.40;0
6329;15.68;14.08;0
6330;15.68;14.40;0
6331;15.68;14.08;0
6332;15.68;14.40;0
6333;15.68;14.08;0
6334;15.68;14.08;0
6335;15.68;14.08;0
6336;15.68;14.40;0
6337;15.68;14.08;0
6338;15.68;14.40;0
6339;15.68;14.08;0
6340;15.68;14.40;0
6341;15.68;14.40;0
6342;15.68;14.40;0
6343;15.68;14.40;0
6344;15.68;14.40;0
6345;15.68;14.40;0
6346;15.68;14.40;0
6347;15.68;14.40;0
6348;15.68;14.40;0
6349;15.68;14.40;0
6350;15.68;14.40;0
6351;15.68;14.40;0
6352;15.68;14.40;0
6353;15.68;14.40;0
6354;15.68;14.40;0
6355;15.68;14.08;0
6356;15.68;14.08;0
6357;15.68;14.08;0
6358;15.68;14.08;0
6359;15.68;14.08;0
6360;15.68;14.40;0
6361;15.36;14.08;0
6362;15.36;14.08;0
6363;15.36;14.08;0
6364;15.36;14.08;0
6365;15.36;14.08;0
6366;15.36;14.08;0
6367;15.36;14.08;0
6368;15.36;14.08;0
6369;15.36;14.08;0
6370;15.36;14.08;0
6371;15.36;14.08;0
6372;15.36;14.08;0
6373;15.36;14.08;0
6374;15.36;14.08;0
6375;15.36;14.08;0
6376;15.36;14.08;0
6377;15.36;14.08;0
6378;15.36;14.08;0
6379;15.36;14.08;0
6380;15.36;14.08;0
6381;15.36;14.08;0
6382;15.36;14.08;0
6383;15.36;14.08;0
6384;15.36;14.08;0
6385;15.36;14.08;0
6386;15.36;14.08;0
6387;15.36;13.76;0
6388;15.36;14.08;0
6389;15.36;13.76;0
6390;15.36;14.08;0
6391;15.36;14.08;0
6392;15.36;14.08;0
6393;15.04;14.08;0
6394;15.36;14.08;0
6395;15.36;14.08;0
6396;15.36;14.08;0
6397;15.36;14.08;0
6398;15.36;14.08;0
6399;15.04;14.08;0
6400;15.36;14.08;0
6401;15.04;14.08;0
6402;15.04;14.08;0
6403;15.04;14.08;0
6404;15.04;13.76;0
6405;15.04;13.76;0
6406;15.04;13.76;0
6407;15.04;13.76;0
6408;15.04;14.08;0
6409;15.04;13.76;0
6410;15.04;13.76;0
6411;15.04;13.76;0
6412;15.04;13.76;0
6413;15.04;13.76;0
6414;15.04;13.76;0
6415;15.04;13.76;0
6416;15.04;13.76;0
6417;15.04;13.76;0
6418;15.04;13.76;0
6419;15.04;13.76;0
6420;15.04;13.76;0
6421;15.04;13.76;0
6422;15.04;13.76;0
6423;15.04;13.76;0
6424;15.04;13.76;0
6425;15.04;13.76;0
6426;15.04;13.76;0
6427;15.04;13.76;0
6428;15.04;13.76;0
6429;15.04;13.76;0
6430;15.04;13.76;0
6431;15.04;13.76;0
6432;15.04;13.76;0
6433;15.04;13.76;0
6434;15.04;13.76;0
6435;15.04;13.76;0
6436;15.04;13.76;0
6437;15.04;13.76;0
6438;15.04;13.76;0
6439;15.04;13.76;0
6440;15.04;13.76;0
6441;15.04;13.76;0
6442;15.04;13.76;0
6443;15.04;13.76;0
6444;15.04;13.76;0
6445;15.04;13.76;0
6446;15.04;13.76;0
6447;15.04;13.76;0
6448;15.04;13.76;0
6449;15.04;13.76;0
6450;15.04;13.76;0
6451;15.04;13.76;0
6452;15.04;13.76;0
6453;15.04;13.76;0
6454;15.04;13.76;0
6455;15.04;13.76;0
6456;15.04;13.76;0
6457;15.04;13.76;0
6458;15.04;13.76;0
6459;15.04;13.76;0
6460;15.04;13.76;0
6461;15.04;13.76;0
6462;15.04;13.76;0
6463;14.72;13.76;0
6464;14.72;13.76;0
6465;14.72;13.76;0
6466;14.72;13.76;0
6467;14.72;13.76;0
6468;14.72;13.76;0
6469;14.72;13.76;0
6470;14.72;13.76;0
6471;14.72;13.76;0
6472;14.72;13.76;0
6473;14.72;13.76;0
6474;14.72;13.76;0
6475;14.72;13.76;0
6476;14.72;13.76;0
6477;14.72;13.76;0
6478;14.72;13.76;0
6479;14.72;13.76;0
6480;14.72;13.76;0
6481;14.72;13.76;0
6482;14.72;13.76;0
6483;14.72;13.76;0
6484;14.72;13.76;0
6485;14.72;13.76;0
6486;14.72;13.76;0
6487;14.72;13.76;0
6488;14.72;13.76;0
6489;14.72;13.76;0
6490;14.72;13.76;0
6491;14.72;13.76;0
6492;14.72;13.76;0
6493;14.72;13.76;0
6494;14.72;13.76;0
6495;14.72;13.76;0
6496;14.72;13.76;0
6497;14.72;13.44;0
6498;14.72;13.76;0
6499;14.72;13.44;0
6500;14.72;13.76;0
6501;14.72;13.44;0
6502;14.72;13.76;0
6503;14.72;13.44;0
6504;14.72;13.76;0
6505;14.72;13.76;0
6506;14.72;13.76;0
6507;14.72;13.44;0
6508;14.72;13.44;0
6509;14.72;13.44;0
6510;14.72;13.44;0
6511;14.72;13.44;0
6512;14.72;13.44;0
6513;14.72;13.44;0
6514;14.72;13.44;0
6515;14.72;13.44;0
6516;14.72;13.44;0
6517;14.72;13.44;0
6518;14.72;13.44;0
6519;14.72;13.44;0
6520;14.72;13.44;0
6521;14.72;13.44;0
6522;14.72;13.44;0
6523;14.72;13.44;0
6524;14.72;13.44;0
6525;14.72;13.44;0
6526;14.72;13.76;0
6527;14.72;13.76;0
6528;14.72;13.76;0
6529;14.72;13.76;0
6530;14.72;13.76;0
6531;14.72;13.76;0
6532;14.72;13.76;0
6533;14.72;13.76;0
6534;14.72;13.76;0
6535;14.72;13.76;0
6536;14.72;13.76;0
6537;14.72;13.76;0
6538;14.72;13.76;0
6539;14.72;13.76;0
6540;14.72;13.76;0
6541;14.72;13.76;0
6542;14.72;13.76;0
6543;14.72;13.76;0
6544;14.40;13.76;0
6545;14.40;13.76;0
6546;14.72;13.76;0
6547;14.40;13.76;0
6548;14.72;13.76;0
6549;14.72;13.76;0
6550;14.72;13.76;0
6551;14.40;13.76;0
6552;14.72;13.76;0
6553;14.40;13.76;0
6554;14.40;13.76;0
6555;14.40;13.76;0
6556;14.40;13.76;0
6557;14.40;13.76;0
6558;14.40;13.76;0
6559;14.40;13.76;0
6560;14.40;13.76;0
6561;14.40;13.76;0
6562;14.40;13.76;0
6563;14.40;13.44;0
6564;14.40;13.76;0
6565;14.40;13.76;0
6566;14.40;13.76;0
6567;14.40;13.44;0
6568;14.40;13.44;0
6569;14.40;13.44;0
6570;14.40;13.44;0
6571;14.40;13.44;0
6572;14.40;13.44;0
6573;14.40;13.44;0
6574;14.40;13.44;0
6575;14.40;13.44;0
6576;14.40;13.44;0
6577;14.40;13.44;0
6578;14.40;13.44;0
6579;14.40;13.44;0
6580;14.40;13.44;0
6581;14.40;13.44;0
6582;14.40;13.44;0
6583;14.40;13.44;0
6584;14.40;13.44;0
6585;14.40;13.44;0
6586;14.40;13.44;0
6587;14.40;13.44;0
6588;14.40;13.44;0
6589;14.40;13.44;0
6590;14.40;13.44;0
6591;14.40;13.44;0
6592;14.40;13.44;0
6593;14.40;13.44;0
6594;14.40;13.44;0
6595;14.40;13.44;0
6596;14.40;13.44;0
6597;14.40;13.44;0
6598;14.40;13.44;0
6599;14.40;13.44;0
6600;14.40;13.44;0
6601;14.40;13.44;0
6602;14.40;13.44;0
6603;14.40;13.44;0
6604;14.40;13.44;0
6605;14.40;13.44;0
6606;14.40;13.44;0
6607;14.40;13.44;0
6608;14.40;13.44;0
6609;14.40;13.44;0
6610;14.40;13.44;0
6611;14.40;13.44;0
6612;14.40;13.44;0
6613;14.40;13.44;0
6614;14.40;13.44;0
6615;14.40;13.44;0
6616;14.40;13.44;0
6617;14.40;13.44;0
6618;14.40;13.44;0
6619;14.40;13.44;0
6620;14.40;13.44;0
6621;14.40;13.44;0
6622;14.40;13.44;0
6623;14.40;13.44;0
6624;14.40;13.44;0
6625;14.40;13.44;0
6626;14.40;13.44;0
6627;14.40;13.44;0
6628;14.40;13.44;0
6629;14.40;13.44;0
6630;14.40;13.44;0
6631;14.40;13.44;0
6632;14.40;13.44;0
6633;14.40;13.44;0
6634;14.40;13.44;0
6635;14.40;13.44;0
6636;14.40;13.44;0
6637;14.40;13.44;0
6638;14.40;13.44;0
6639;14.40;13.44;0
6640;14.40;13.44;0
6641;14.40;13.44;0
6642;14.40;13.44;0
6643;14.40;13.44;0
6644;14.40;13.44;0
6645;14.40;13.44;0
6646;14.40;13.44;0
6647;14.40;13.44;0
6648;14.40;13.44;0
6649;14.40;13.44;0
6650;14.40;13.44;0
6651;14.40;13.44;0
6652;14.40;13.44;0
6653;14.40;13.44;0
6654;14.40;13.44;0
6655;14.40;13.44;0
6656;14.40;13.44;0
6657;14.40;13.44;0
6658;14.40;13.44;0
6659;14.40;13.44;0
6660;14.40;13.44;0
6661;14.40;13.44;0
6662;14.40;13.44;0
6663;14.40;13.44;0
6664;14.40;13.44;0
6665;14.40;13.44;0
6666;14.40;13.44;0
6667;14.40;13.44;0
6668;14.40;13.44;0
6669;14.40;13.44;0
6670;14.40;13.44;0
6671;14.40;13.44;0
6672;14.40;13.44;0
6673;14.40;13.44;0
6674;14.40;13.44;0
6675;14.40;13.44;0
6676;14.40;13.44;0
6677;14.40;13.44;0
6678;14.40;13.44;0
6679;14.40;13.44;0
6680;14.40;13.44;0
6681;14.40;13.44;0
6682;14.40;13.44;0
6683;14.40;13.44;0
6684;14.40;13.44;0
6685;14.40;13.44;0
6686;14.40;13.44;0
6687;14.40;13.44;0
6688;14.40;13.44;0
6689;14.40;13.44;0
6690;14.40;13.44;0
6691;14.40;13.44;0
6692;14.40;13.44;0
6693;14.40;13.44;0
6694;14.40;13.44;0
6695;14.40;13.44;0
6696;14.40;13.44;0
6697;14.40;13.44;0
6698;14.40;13.44;0
6699;14.40;13.44;0
6700;14.40;13.44;0
6701;14.40;13.44;0
6702;14.40;13.44;0
6703;14.40;13.44;0
6704;14.40;13.44;0
6705;14.40;13.44;0
6706;14.40;13.44;0
6707;14.40;13.44;0
6708;14.40;13.44;0
6709;14.40;13.44;0
6710;14.40;13.76;0
6711;14.40;13.44;0
6712;14.40;13.76;0
6713;14.40;13.44;0
6714;14.40;13.44;0
6715;14.40;13.44;0
6716;14.40;13.76;0
6717;14.40;13.44;0
6718;14.40;13.76;0
6719;14.40;13.44;0
6720;14.72;13.76;0
6721;14.40;13.76;0
6722;14.40;13.76;0
6723;14.40;13.44;0
6724;14.72;13.76;0
6725;14.40;13.44;0
6726;14.72;13.76;0
6727;14.40;13.76;0
6728;14.72;13.76;0
6729;14.72;13.76;0
6730;14.72;13.76;0
6731;14.72;13.76;0
6732;14.72;13.76;0
6733;14.72;13.76;0
6734;14.72;13.76;0
6735;14.72;13.76;0
6736;14.72;13.76;0
6737;14.72;13.76;0
6738;14.72;13.76;0
6739;14.72;13.76;0
6740;14.72;13.76;0
6741;14.72;13.76;0
6742;14.72;13.76;0
6743;14.72;13.76;0
6744;14.72;13.76;0
6745;14.72;13.76;0
6746;14.72;13.76;0
6747;14.72;13.76;0
6748;14.72;13.76;0
6749;14.72;13.76;0
6750;14.72;13.76;0
6751;14.72;13.76;0
6752;14.72;13.76;0
6753;14.72;13.76;0
6754;14.72;13.76;0
6755;14.72;13.76;0
6756;14.72;13.76;0
6757;14.72;13.76;0
6758;14.72;13.76;0
6759;14.72;13.76;0
6760;14.72;13.76;0
6761;14.72;13.76;0
6762;14.72;14.08;0
6763;14.72;14.08;0
6764;14.72;14.08;0
6765;14.72;14.08;0
6766;14.72;14.08;0
6767;14.72;14.08;0
6768;14.72;14.08;0
6769;14.72;14.08;0
6770;14.72;14.08;0
6771;14.72;14.08;0
6772;14.72;14.08;0
6773;14.72;14.08;0
6774;14.72;14.08;0
6775;14.72;14.08;0
6776;14.72;14.08;0
6777;14.72;14.08;0
6778;14.72;14.08;0
6779;14.72;14.08;0
6780;14.72;14.08;0
6781;14.72;14.08;0
6782;15.04;14.08;0
6783;14.72;14.08;0
6784;15.04;14.08;0
6785;15.04;14.08;0
6786;15.04;14.08;0
6787;15.04;14.08;0
6788;15.04;14.08;0
6789;15.04;14.08;0
6790;15.04;14.08;0
6791;15.04;14.08;0
6792;15.04;14.08;0
6793;15.04;14.08;0
6794;15.04;14.08;0
6795;15.04;14.08;0
6796;15.04;14.08;0
6797;15.04;14.08;0
6798;15.04;14.08;0
6799;15.04;14.08;0
6800;15.04;14.08;0
6801;15.04;14.08;0
6802;15.04;14.08;0
6803;15.04;14.08;0
6804;15.36;14.08;0
6805;15.36;14.08;0
6806;15.36;14.08;0
6807;15.36;14.08;0
6808;15.36;14.08;0
6809;15.36;14.08;0
6810;15.36;14.08;0
6811;15.36;14.08;0
6812;15.36;14.40;0
6813;15.36;14.08;0
6814;15.36;14.40;0
6815;15.36;14.40;0
6816;15.36;14.40;0
6817;15.36;14.40;0
6818;15.36;14.40;0
6819;15.36;14.40;0
6820;15.36;14.40;0
6821;15.36;14.40;0
6822;15.68;14.40;0
6823;15.68;14.40;0
6824;15.68;14.40;0
6825;15.68;14.40;0
6826;15.68;14.40;0
6827;15.68;14.40;0
6828;15.68;14.40;0
6829;15.68;14.40;0
6830;15.68;14.40;0
6831;15.68;14.40;0
6832;15.68;14.40;0
6833;15.68;14.40;0
6834;15.68;14.40;0
6835;15.68;14.40;0
6836;15.68;14.40;0
6837;15.68;14.40;0
6838;15.68;14.40;0
6839;15.68;14.40;0
6840;16.00;14.72;0
6841;16.00;14.40;0
6842;16.00;14.72;0
6843;16.00;14.72;0
6844;16.00;14.72;0
6845;16.00;14.72;0
6846;16.00;14.72;0
6847;16.00;14.72;0
6848;16.00;14.72;0
6849;16.00;14.72;0
6850;16.00;14.72;0
6851;16.00;14.72;0
6852;16.32;14.72;0
6853;16.64;14.72;0
6854;16.64;14.72;0
6855;16.64;14.72;0
6856;16.64;14.72;0
6857;16.64;15.04;0
6858;16.64;15.04;0
6859;16.64;15.04;0
6860;16.64;15.04;0
6861;16.96;15.04;0
6862;16.96;15.04;0
6863;16.96;15.04;0
6864;16.96;15.04;0
6865;16.96;15.04;0
6866;16.96;15.04;0
6867;16.96;15.04;0
6868;16.96;15.04;0
6869;16.96;15.04;0
6870;16.96;15.04;0
6871;16.96;15.04;0
6872;16.96;15.04;0
6873;16.96;15.04;0
6874;16.96;15.04;0
6875;16.96;15.04;0
6876;16.96;15.04;0
6877;16.96;15.36;0
6878;16.96;15.36;0
6879;17.28;15.36;0
6880;17.28;15.36;0
6881;17.28;15.36;0
6882;17.28;15.36;0
6883;17.28;15.36;0
6884;17.28;15.36;0
6885;17.28;15.36;0
6886;17.28;15.36;0
6887;17.28;15.36;0
6888;17.28;15.36;0
6889;17.28;15.36;0
6890;17.28;15.36;0
6891;17.28;15.36;0
6892;17.28;15.36;0
6893;17.60;15.36;0
6894;17.60;15.36;0
6895;17.60;15.36;0
6896;17.60;15.36;0
6897;17.60;15.36;0
6898;17.60;15.36;0
6899;17.60;15.36;0
6900;17.60;15.36;0
6901;17.60;15.68;0
6902;17.60;15.36;0
6903;17.60;15.68;0
6904;17.60;15.68;0
6905;17.60;15.68;0
6906;17.60;15.68;0
6907;17.92;15.68;0
6908;17.92;15.68;0
6909;17.92;15.68;0
6910;17.92;15.68;0
6911;17.92;15.68;0
6912;17.92;15.68;0
6913;17.92;15.68;0
6914;17.92;15.68;0
6915;17.92;15.68;0
6916;17.92;15.68;0
6917;18.24;15.68;0
6918;18.24;15.68;0
6919;18.24;15.68;0
6920;18.24;15.68;0
6921;18.24;15.68;0
6922;18.24;15.68;0
6923;18.24;16.00;0
6924;18.24;15.68;0
6925;18.24;16.00;0
6926;18.24;16.00;0
6927;18.56;16.00;0
6928;18.56;16.00;0
6929;18.56;16.00;0
6930;18.56;16.00;0
6931;18.56;16.00;0
6932;18.56;16.00;0
6933;18.56;16.00;0
6934;18.56;16.00;0
6935;18.56;16.00;0
6936;18.56;16.00;0
6937;18.88;16.00;0
6938;18.56;16.00;0
6939;18.88;16.00;0
6940;18.88;16.00;0
6941;18.88;16.00;0
6942;18.88;16.00;0
6943;18.88;16.00;0
6944;18.88;16.00;0
6945;18.88;16.00;0
6946;18.88;16.00;0
6947;19.20;16.32;0
6948;19.20;16.32;0
6949;19.20;16.32;0
6950;19.20;16.32;0
6951;19.20;16.32;0
6952;19.20;16.32;0
6953;19.20;16.32;0
6954;19.20;16.32;0
6955;19.52;16.32;0
6956;19.52;16.32;0
6957;19.52;16.32;0
6958;19.52;16.32;0
6959;19.52;16.32;0
6960;19.52;16.32;0
6961;19.52;16.32;0
6962;19.52;16.32;0
6963;19.84;16.64;0
6964;19.84;16.32;0
6965;19.84;16.64;0
6966;19.84;16.64;0
6967;19.84;16.64;0
6968;19.84;16.64;0
6969;19.84;16.64;0
6970;19.84;16.64;0
6971;20.16;16.64;0
6972;20.16;16.64;0
6973;20.16;16.64;0
6974;20.16;16.64;0
6975;20.16;16.64;0
6976;20.16;16.64;0
6977;20.16;16.64;0
6978;20.16;16.64;0
6979;20.16;16.64;0
6980;20.16;16.64;0
6981;20.48;16.64;0
6982;20.48;16.64;0
6983;20.48;16.64;0
6984;20.48;16.64;0
6985;20.48;16.64;0
6986;20.48;16.64;0
6987;20.48;16.64;0
6988;20.48;16.64;0
6989;20.80;16.64;0
6990;20.80;16.64;0
6991;20.80;16.96;0
6992;20.80;16.64;0
6993;20.80;16.96;0
6994;20.80;16.64;0
6995;20.80;16.96;0
6996;20.80;16.96;0
6997;21.12;16.96;0
6998;21.12;16.96;0
6999;21.12;16.96;0
7000;21.12;16.96;0
7001;21.12;16.96;0
7002;21.12;16.96;0
7003;21.12;16.96;0
7004;21.12;16.96;0
7005;21.12;16.96;0
7006;21.12;16.96;0
7007;21.12;16.96;0
7008;21.44;16.96;0
7009;21.44;16.96;0
7010;21.44;16.96;0
7011;21.44;16.96;0
7012;21.44;16.96;0
7013;21.44;16.96;0
7014;21.44;16.96;0
7015;21.76;16.96;0
7016;21.76;16.96;0
7017;21.76;17.28;0
7018;21.76;17.28;0
7019;21.76;17.28;0
7020;21.76;17.28;0
7021;21.76;17.28;0
7022;21.76;17.28;0
7023;21.76;17.28;0
7024;21.76;17.28;0
7025;22.08;17.28;0
7026;22.08;17.28;0
7027;22.08;17.28;0
7028;22.08;17.28;0
7029;22.08;17.28;0
7030;22.08;17.28;0
7031;22.08;17.60;0
7032;22.08;17.28;0
7033;22.40;17.60;0
7034;22.40;17.28;0
7035;22.40;17.60;0
7036;22.40;17.28;0
7037;22.40;17.60;0
7038;22.40;17.28;0
7039;22.40;17.60;0
7040;22.40;17.60;0
7041;22.72;17.60;0
7042;22.72;17.60;0
7043;22.72;17.60;0
7044;22.72;17.60;0
7045;22.72;17.60;0
7046;22.72;17.60;0
7047;22.72;17.60;0
7048;22.72;17.60;0
7049;23.04;17.92;0
7050;23.04;17.92;0
7051;23.04;17.92;0
7052;23.04;17.92;0
7053;23.04;17.92;0
7054;23.04;17.92;0
7055;23.04;17.92;0
7056;23.04;17.92;0
7057;23.04;17.92;0
7058;23.04;17.92;0
7059;23.36;17.92;0
7060;23.36;17.92;0
7061;23.36;17.92;0
7062;23.36;17.92;0
7063;23.36;18.24;0
7064;23.36;18.24;0
7065;23.36;18.24;0
7066;23.68;18.24;0
7067;23.68;18.24;0
7068;23.68;18.24;0
7069;23.68;18.24;0
7070;23.68;18.24;0
7071;23.68;18.56;0
7072;23.68;18.24;0
7073;24.00;18.56;0
7074;24.00;18.56;0
7075;24.00;18.56;0
7076;24.00;18.56;0
7077;24.00;18.56;0
7078;24.00;18.56;0
7079;24.00;18.56;0
7080;24.00;18.56;0
7081;24.32;18.88;0
7082;24.32;18.88;0
7083;24.32;18.88;0
7084;24.32;18.88;0
7085;24.32;18.88;0
7086;24.32;18.88;0
7087;24.32;19.20;0
7088;24.32;19.20;0
7089;24.32;19.20;0
7090;24.64;19.20;0
7091;24.64;19.20;0
7092;24.64;19.20;0
7093;24.64;19.52;0
7094;24.64;19.52;0
7095;24.64;19.52;0
7096;24.64;19.52;0
7097;24.64;19.84;0
7098;24.64;19.84;0
7099;24.64;19.84;0
7100;24.64;19.84;0
7101;24.64;19.84;0
7102;24.64;19.84;0
7103;24.96;19.84;0
7104;24.96;19.84;0
7105;24.96;20.16;0
7106;24.96;20.16;0
7107;24.96;20.16;0
7108;24.96;20.16;0
7109;24.96;20.16;0
7110;24.96;20.16;0
7111;24.96;20.16;0
7112;24.96;20.16;0
7113;24.96;20.48;0
7114;24.96;20.48;0
7115;25.28;20.48;0
7116;25.28;20.48;0
7117;25.28;20.48;0
7118;25.28;20.48;0
7119;25.28;20.48;0
7120;25.28;20.48;0
7121;25.28;20.80;0
7122;25.60;20.80;0
7123;25.28;20.80;0
7124;25.28;20.48;0
7125;24.96;20.48;0
7126;24.64;20.16;0
7127;24.64;19.84;0
7128;24.64;19.84;0
7129;24.32;19.84;0
7130;24.32;19.52;0
7131;24.32;19.52;0
7132;24.00;19.20;0
7133;24.00;19.20;0
7134;24.00;18.88;0
7135;24.00;18.88;0
7136;23.68;18.88;0
7137;23.68;18.88;0
7138;23.68;18.56;0
7139;23.68;18.56;0
7140;23.68;18.56;0
7141;23.68;18.88;0
7142;23.68;18.88;0
7143;23.68;18.88;0
7144;24.00;18.88;0
7145;24.00;19.20;0
7146;24.32;19.52;0
7147;24.64;19.84;0
7148;24.64;19.84;0
7149;24.64;20.16;0
7150;24.96;20.48;0
7151;24.96;20.48;0
7152;24.96;20.80;0
7153;24.96;20.80;0
7154;24.96;20.80;0
7155;25.28;21.12;0
7156;25.28;21.12;0
7157;25.60;21.12;0
7158;25.60;21.12;0
7159;25.60;21.12;0
7160;25.60;21.44;0
7161;25.92;21.44;0
7162;25.92;21.44;0
7163;25.92;21.76;0
7164;25.92;21.76;0
7165;25.92;22.08;0
7166;26.24;22.08;0
